,Tweet,Class
832,سات سمندر پار میں تیرے پیچھے پیچھے آگیا,P
833,آپ کو نہیں پتا تازہ ترین قرآنی تحقیق سے پتہ چلا ہے کہ اللہ مخلوق نہیں خالق ہے ، اس کا وجود اسے اس کے تخت پر۔۔۔ ,P
834,لاہور: ایبولا وائرس سے نمٹنے کے لئے پنجاب میں تیاریاں شروع۔ ,P
835,دو امریکی ڈانسرز کا بلند عمارت سے لٹک کر رقص ,P
836,دو عہدوں کا معاملہ،معین خان اور پی سی بی کے درمیان سرد جنگ ,N
837,بسم اللہ الرحمن الرحیم السلام علیکم:آج بدھ ہے =26 ذوالحج = 143522 اکتوبر = 201408 کاتک = 2071مطیع اللہ راشد,P
838,مٹھی میں غذائی قلت سے 2 بچے جاں بحق ہو گئے ۔ مزید پڑھئے : ,N
839, ٹهیک ہے آپ ناچیں ,P
840,سرزمین شام ۔۔۔وہ ولولے آج ابن ِ قاسم کے کیا فسانوں میں کھوگے ھیں ،نبی ﷺ کی امّت کے تن سے رستا ہوا یہ خون تم سے پوچھتا ہے ۔۔۔,N
841,ﻻﮨﻮﺭ:ﺿﻠﻌﯽ ﺍﻧﺘﻈﺎﻣﯿﮧ ﮐﺎ ﺭﻧﮓ ﺭﻭﮈ ﺑﺎﺩﺍﻣﯽ ﺑﺎﻍ ﮐﮯ ﻗﺮﯾﺐ ﭼﮭﺎﭘﺎ ﻓﺮﻭﺧﺖ ﮨﻮﻧﯿﻮﺍﻟﮯﮔﻮﺷﺖ ﻣﯿﮟ ﻣﺮﺩﮦ ﮔﮭﻮﮌﮮ ﺍﻭﺭﮔﺪﮬﮯ ﮐﺎ ﮔﻮﺷﺖ ﺑﮭﯽ ﺷﺎﻣﻞ,N
842,بعض دفعہ اللہ کی طرف سے کسی شخص کا پیغام، بول یا ٹویٹ آپ کے اندرونی تذبذب کو رفع کر دیتا ہے عین اسوقت جب آپ اس خلجان میں مبتلا ہوتے ہیں ۔,P
843,میرپورخاص سیال کالونی میں معمولی تنازع پر فائرنگ نوجوان امتیاز ناریجو جانبحق ہوگیا,N
844,کتے ہماری خواہشیں گلی میں پھر نے والے کتوں کی طرح ہیں کہ جن سے ڈر کر بھاگو تو پیچھے پڑ جاتے ہیں ۔۔۔بھونک بھونک۔۔۔ ,N
845,ذہنی غلام اور کسے کہتے هیں ؟؟؟,N
846,آقا علیہ السلام کا مکہ میں رہ کر دعوت دینا بھی حکمت عملی تھی اور مدینہ کی طرف ہجرت کر جانا بھی ,P
847,کشمیری 68 برسوں سے بھارتی فوج کے مظالم برداشت کررہے ہیں لیکن انکے جذبہ حریت میں کمزوری نہیں آئی۔ حافظ محمد سعید,N
848, ان الله مع الصابرین گیدڑ کی 100 سال کی زندگی سے شیر کی 1 دن کی زندگی بہتر ہے ,P
849,"پیپلز پارٹی اپنے رویے کے باعث ایک صوبے کی جماعت بن گئی ہے ،فاروق ستار""",N
850,سعودیہ عرب میں ٹریفک حادثہ، 2 پاکستانی جاں بحق ہوگئے ,N
851,مزیدار کھانا کھانے کے بعد اس نے بل منگوایا، پیسے نکالنے کیلئے جیب میں ہاتھ ڈالا، بٹوا نہ پا کر نادیدہ خوف سے اس۔۔۔ ,N
852,عمران خان ان لوگوں کو سیاست میں لے آئے ہیں جن کیلئے سیاست ایک گالی تھی۔ عمران خان کی پنجاب میں مقبولیت بہت بڑھی۔۔۔ ,P
853,’جنگی ساز و سامان پر قبضے کی ویڈیو کی تحقیقات‘: امریکہ کے محکمۂ دفاع نے کہا ہے کہ وہ دولتِ اسل۔۔۔ ,N
854,وزیر اعظم کے استعفیٰ تک دھرنا ختم نہیں کروں گا۔ عمران مزید پڑھیئے ۔۔۔ ,P
855,+ آسٹریلیا، انڈیا اور دوسرے ملکوں میں بیٹھ کر۔۔ روز کوئی نہ کوئی شوشہ چھوڑ دیتا ہوں ۔۔ اس ملک کو بہت محنت کی ضرورت ہے ۔۔,P
856,لاہور ہائی کورٹ نے سماعت کے دوران اے آر واے نیو کے پروگرام ’کھرا سچ کو پروگرام بند کرنے اور میزبان مبشر لقمان پرپابندی عائد کرنے کا حکم دیا,N
857,خواجہ صاحب ! بارش آ گئئ،ساڈے لائق کوئئ ہور حکم؟؟,P
858, فوڈ کے نام پر آملیٹ اور اسکی کیا ترکیب پوچھنی کسی نے ,O
859,جمال و حسنِ قرآں نورِ جانِ ہر مسلماں ہے قمر ہے چاند اوروں کا ہمارا چاند قرآں ہے ,P
860, سب کچھ راؤ نے ہی بتانا ہے تو اپ صرف چسکا لینے ائے تھے ؟:p ,P
861,نظریہ شخصیات سے بہت بڑا ہو تا ہے ۔ کامیابی انشاالہ قریب ہے ۔ ہمیں بس ایک دوسرے کی ضرورت ہے جو ایک نظریے پر اکھٹے ہوں متحد ہوں اور ہم ہیں ۔,P
862,محترم نواز شریف اور نون لیگ سے ایک سادہ سوال ,P
863, چل ٹھیک ہے ,P
864, ایڈا توں مڑیکا دا صدرمیں آپ مصروف ھو نہہ,P
865,گلی گلی میں شور ہے عمران خان ڈیزل چور ہے چندے سے انقلاب,N
866,عشق میں خواب کا ' خیال کِسے !!نہ لگی آنکھ ' جب سے آنکھ لگی نیند آ رہی ہے ,P
867, جی بلکل کرپش سے انقلاب آتے هین,P
868,شش کلمے معہ ترجمہ ,O
869,دوستو تنقید کرنے سے پہلے یہ تو سوچیں کہ اگر دهرنہ ختم هو گیا هے تو پهر ان دهرنوں کا اعلان کیوں ۔ حقیقت میں دهرنہ۔۔۔ ,N
870,کامران شفیع کا کہنا تھا کہ پاکستان میں پانچ لاکھ سے زائد افراد آن لائن کام کرکے پاکستان کے زر مبادلہ میں اضافے کا سبب بن رہے ہیں ,P
871,کابل ‘مسجد میں ریپ کرنے والے امام کو 20 سال قیدکی سزاسنادی گئی ، روزنامہ اُردو پوائنٹ ,N
872,دوسرے اضلاع سے آنے والے ٹریفک وارڈنز اور افسران اپنے وائرلیس سیٹ اور گاڑیاں بھی ساتھ لائیں گے ۔ ,P
873,ﻻﮨﻮﺭ: ﻣﺤﺮﻡ ﺍﻟﺤﺮﺍﻡ ﮐﮯ ﺍﺣﺘﺮﺍﻡ ﻣﯿﮟ ﺩﮬﺮﻧﺎ ﺧﺘﻢ ﮐﯿﺎ ﮔﯿﺎ،ﺟﻠﺴﻮﮞ ﮐﺎ ﺳﻠﺴﻠﮧ ﺟﺎﺭﯼ ﮨﮯ،ﭼﻮﺩﮬﺮﯼ ﭘﺮﻭﯾﺰ ﺍﻟﮩٰﯽ,P
874, سر جی۔ یہ عقل و دانش کا سمندر ھم ڈنمارک یا فرانس کو برآمد کر دیتے ہیں ۔وہ بیچارے بھی اس سے مستفید ہو سکے ۔ڈیموکریسی زندہ باد,P
875,بنگلہ دیش اپنے ہی کھلاڑی کیخلاف عالمی عدالت میں ,N
876,مریم نواز نے کہا کہ استعفی مانگنے والے اب چندہ مانگ رہے ہیں ۔واقعی اگر عمران نے بھی نواز کی طرح منی لانڈرنگ کی ہوتی تو چندہ نہ مانگ رہا ہوتا,N
877,موبائل پر کراچی کی فری نیوز حاصل کرنے کے لئے میسج میں ٹائپ کریں اور بھیج دیں 40404 پر بغیر کسی چارجز کے ,P
878,نھی ان کو شرم نھی آتی کیونکه انھوں نے شرم بیچ کھائ ھے ,N
879,کچه اور چیز هے شاید تیری مسلمانیتیری نگاه میں هے ایک فقیر و رهبانیسکوں پرستی راهب سے فقیر هے بیزارفقیر کا هے سفینه همیشہ طوفانی,N
880,شاباش اچھی تربیت ہے اس طرح کی زبان اپنے گھر بھی استعمال کریں کافی فائدہ ہو گا اگر فائدہ نا ہوا تو افاقہ ضرور ہوگا,P
881,حضرت عائشہ نے فرمایا اپنی محفلوں کو عمر کے تذکروں سے آباد کرو کیوں کہ جہاں عمر کا ذکر ہوگا وہاں عدل کا ذکر ہوگا,P
882,پانی سرسے گزرچکاہے ،فیصلہ تبدیل ہونے کا امکان نہیں ،فاروق ستار,N
883,کپتان نے سیاست میں ڈالی نئی روایت۔۔۔۔!!! ,P
884,ملک میں بحث چل رہی ہے ، کہ نئے انتظامی یونٹس کا قیام ہو یا نہ ہو؟جو لوگ اس تقسیم کے خلاف ہیں ، ان کے پاس کوئی معقول جواز نہیں ۔بس گاالیاں ہیں ,N
885,اداکارہ سدرہ نور بھی رشتہ ازدواج میں منسلک ہوگئیں ,P
886, وجہ کیا تھی؟,O
887, ڈسکے جاؤ ناچے جاؤ,P
888,اب تو بس اس آواز کو سننے کے لئے کان ترس رہے ہیں اوووووووووووئے قادری !!!!!! ذلیل کرا گئے نا ,N
889,استعفیٰ دوتحریک اب استعفیٰ لواورچندہ دوتحریک میں بدل گئی،مریم نواز کاٹویٹ,N
890, چلو کوئ نہیں پٹوارہوں سے خود تو کچھ ہوتا نہیں ۔۔۔ ہماری وجہ سے تھوڑی دیر خوش ہونے دو,P
891,زندگیقدم گھسیٹ گھسیٹ کے چل رہی تھی اور دن لمبے ہوتے جارہے تھے ۔ ایک دن ایک سال کے برابر۔ ایک گھنٹا…ایک دن جتنا۔۔۔۔ ,N
892, اجیاکلکم واوا اے اودر تیان مارن لگا واں ,P
893, میں آپکی بات سے اتفاق کرتا ہوں ۔لیکن میں سب کی رائے لینا اور سننا پسند کرتا ہوں ۔ ایک عادی بھائی ہیں کبھی کام کی بات نئ کی پ؟؟ سنتا,P
894,واہ او غریبوں واہ او مصیبتوں ,N
895,مجیب الرحمن شامی کا پروفیسر غلام اعظم کے لئے نذرانہ ,P
896,قرب کے نہ وفا کے ہوتے ہیں سارے جھگڑے انا کے ہوتے ہیں بات ہوتی ہے صرف نیت کی وقت سارے دُعا کے ہوتے ہیں بھول۔۔۔ ,P
897,آئی ڈی پیز کیلئے کھیلا جانیوالا امدادی میچ آفریدی الیون نے جیت لیا ,P
898,آپ کو ہماری بدعا ہے آپ دنیا اور آخرت میں ذلیل و رسوا ہونگے ,N
899,مرسو مرسو ۔۔۔ بھوکے مرسو ۔۔۔ مرو مرو ۔۔۔ بھوکے مرو ,N
900, نہ ہی پوچھیں تو اچھا ہے ,P
901, ٹین ایجر تو بچے ھوتے ,P
902,ساتھ مل کے ہنسے گا مگر جب آپ رونا چاہو گے تو آپ کو دلاسہ دینے والے تو مل جائں گے مگر آپ کے ساتھ رونے والا کوئی۔۔۔ ,N
903,-اسلام آباد: طاہر القادری کا دھرنا چھوڑنے اور سیاست کرنے کو خوش آمدید کہتے ہیں ،رحمان ملک ,P
904,ایک راے ۔ بلاول بھٹو زرداری = بھٹو کاٹا جاے مریم نواز شریف۔۔مریم صفدر کیوں نهیں لکھتیں ,O
905, چندے سے انقلاب اور تھُک میں پکوڑے تلنا,N
906, اور اضافی لوڈ شیڈنگ پر کس کو ذمہ دار ٹھیرایا جائے ؟,N
907,سیاسی جماعتیں تو چندے پر ہی چلتی ہیں البتہ فیملی لمیٹیڈ کمپنی کے غلام اس احساس و شعور سے عاری ہیں ۔ غلام جو ٹھہرے ,N
908,آج ملک بھر میں یوم عدل بسلسلہ یوم شہادت سیدنا فاروق اعظم ر۔ض مذہبی عقیدت سے منایا جائے گا۔,N
909,طاہر القادری کے نام کیسی انوکھی داستان سب کو سنا گیاایک شخص سارے ملک کو ماموں بن بنا گیا,N
910,جو بے حس حکومتیں ہوتی ہیں ، ان کی پشت پر باہر سے ہاتھ ہوتا ہے ، جیسے ہماری معیشت کو آئی ایم ایف نے سنبھال رکھا ہے : جنرل حمید گل,N
911,کراچی:لیاقت آباد ٹمبرمارکیٹ میں آتشزدگی،کئی دکانیں جل گئیں ۔,N
912, شدید کھانسی ہے بھائی,N
913, فی الحال تو لطیفہ ایک ڈیزل هے ۔ ۔ ۔ باقی سب ہیچ هے آج کل ,P
914,اسلام آباد: خورشید شاہ کے بیان پرانھیں وضاحت کا موقع دیا جانا چاہیے ،حافظ طاہر اشرفی,P
915, سرجی آئی فون تے نیٹ سلو ای بڑا اے سم تے اک حوالہ کڈ لیا اے لنک سینڈ کرنا واں چیکنگ پا لوو,P
916,کراچی، عاشورہ محرم پر عزادارن کوہرممکن سہولیات فراہم کی جائیں ،رکن قومی اسمبلی محبوب عالم,P
917,شہید پاکستان عبد القادر ملا بھی پروفیسر غلام اعظم کے ساتھی تھے ۔ملک کا مشرقی بازو کاٹنے کی بھارتی سازش کا مقابلہ۔۔۔ ,P
918,سن رھا ھے تو دیکھ رھی ھو ں میں ,P
919,رسول اللہﷺ کے اخلاق یہ تھے کہا گر کوئی آدمی آپؐ کی طرف منہ کرکے بات کرتاتو آپؐ اس کی طرف متوجہ ہی رہتے یہاں تک کہ فارغ ہوکروہی آدمی چہرہ پھیرلیتا,P
920,متوجہ ہونے کے لئے شکریہ یہ میرا ڈایلاگ ہے ,P
921,مزید جاننے کے لئے اس لنک پہ جائیں ,O
922,تنہا زندگی جینے کا بھی اپنا ہی مزہ ہے ۔ ۔ ۔ نہ کسی کے آنے کی خوشی ، اور نہ کسی کے جانے کا غم ۔,P
923,ہوشیار خبردار شھباز شریف کے چھوٹے بیٹے سلمان شھباز کا درد ناک و دلخراش سکینڈل منظر عام پہ آگیا ۔ ان واہیات ناسور۔۔۔ ,N
924,جیو نیوز مسلسل 18 گھنٹے تک افواجِ پاکستان اور آئی ایس آئی پر کیچڑ اچھالتا رہا ۔لیکن پیمرا کا چئیرمین اور سارا۔۔۔ ,N
925,لاہور: بادامی باغ سے مردہ جانوروں کا گوشت پکڑا گیا، دو افراد گرفتارلاہور(تاندلیانوالہ نیوز سے ) لاہور میں مردہ۔۔۔ ,N
926,دریا کی طرح خاموش نہ تھاجن کو بلا کا چاہتا تھاان ہی کے طعنے بھی سنتا تھادنیا نے اسے کچھ نہ دیا ,P
927, بہرحال حقیقت پتا ہے مجھے جاری رکھیں :)),P
928,ایسے بنے گا نیا پاکستان۔ ۔ ۔ ۔اور ملک کے نام نہاد وارثوں ۔ ۔ خوش ہو ؟ ,N
929,لاہور: ہمارے دور حکومت میں ادویات بھی مفت ملتی تھیں ۔ چودھری پرویز الہی,P
930,محمد ﷺ نے فرمایا جسکا مفہوم ہے ۔۔۔۔۔۔اگر میرے بعد کوئی نبی ہوتے تو وہ عمر ہوتے ۔۔۔۔ سیدنا عمر فاروق,P
931,چندے سے پیسٹریاں خریدی جائیں گی ,P
932, آپ کس چينل پر آتے ہو ٹائم اور چینل بتا دو دیکھ لیا کرو گا۔,P
933,وزیر اعلیٰ نے یقین دہانی کرائی کہ حکومت جرائم پر قابو پانے کیلئے تمام وسائل بروئے کار لائے گی ۔,P
934,محکمہ موسمیات کیمطابق بحیرہ عرب میں ہوا کے کم دباؤ میں مزید شدت آرہی ہے امکان ہے آئندہ 24 گھنٹوں میں یہ سمندری طوفان میں تبدیل ہوجائے گا,N
935,ﭘﺨﺘﮕﯽ ﺍﻭﺭ ﻣﯿﭽﻮﺭﭨﯽ ﮐﯽ ﺿﺮﻭﺭﺕ ﺟﺴﻢ ﺳﮯ ﺯﯾﺎﺩﮦ ﺫﮨﯿﻦ ﮐﻮ ﺩﺭﮐﺎﺭ ﮨﻮﺍ ﮐﺮﺗﯽ ﮨﮯ۔ﮐﮧ ﺟﺴﻢ ﺗﻮ ﻋﻤﺮ ﮐﮯ ﺳﺎﺗﮫ ﺳﺎﺗﮫ ﻓﻄﺮﯼ ﺍﻧﺪﺍﺯ ﻣﯿﮟ۔۔۔ ,P
936, ابھی چھوٹا بھائی صدمہ میں ہے جلد ہی کوئی نحوست بھرا فیصلہ کر ہی لے گا,N
937, کیا ریلوے شیخ نے نهیں بحال کی تھی۔ اگر لال مسجد اس په ڈالتے ھو ھو اس کے اچھے کام کیوں اس په نهیں ڈالتے ۔,N
938,بریکنگ:- دھرنوں پر روزانہ کے اخراجات کروڑوں روپے تھے ، جس کی وجہ سے پارٹی فنڈز ختم ہو گئے ,N
939, ہاں تم ویسے ہی پراسرار ہے اور پراسرار ڈائنیں ہوتی ہیں ,N
940,ﺩﺑﺌﯽ: ﺁﺳﭩﺮﯾﻠﯿﺎ ﮐﮯ ﺧﻼﻑ ﭘﺎﮐﺴﺘﺎﻥ ﮐﯽ ﭘﮩﻠﯽ ﻭﮐﭧﮔﺮﮔﺌﯽﻣﺤﻤﺪ ﺣﻔﯿﻆ ﺑﻐﯿﺮﮐﻮﺋﯽ ﺭﻥ ﺑﻨﺎﺋﮯ ﺁﺅﭦ,N
941,میں نے ورلڈ کپ جیتامیں نے ہسپتال بنایامیں نے سیاسی پارٹی بنائیمیں نے کنٹینر سیاست شروع کیمیں نے چندہ کی ٹیکنالوجی کو بام عروج تک پہنچایا,P
942,بریکنگ :- کراچی:ایدھی سنٹر ڈکیتی کے مرکزی ملزم مظہرکی نشاندہی پر پولیس کے چھاپے ,N
943, شرمندہ مت کیجیے جناب۔ ۔ ۔ ,N
944, جہانگیرترین،خورشیدقصوری،اعظم سواتی ہے اس پارٹی میں کیوں لگتا ہے کہ ہے فقیر پی ٹی آئی ۔۔۔؟مانگنا تو عادت ہے بس۔۔!,N
945,اگر دھرنے سے کچھ اچھا ہو تو کامیابی ہے ورنہ اس کا کیا کرنا۔,P
946,سستی بجلی عوام کا جائز مطالبہ ہے : نواز شریف اور عوام کو ایسے جائز مطالبات کرتے رہنا چاہیے کیونکہ سب اللہ کے اختیار میں کبھی تو تقدیر بدلے گا,P
947,دہشتگردی میں جاں بحق گریڈ 20 سے اوپر کے ملازمین کے اہلخانہ کو ایک کروڑ روپے امداد ملے گی,P
948,"ٹریفک چوک تلہ گنگ کا نام"" غازی میاں محمد شہید چوک""جسے ہم بھول گئے تلہ گنگ:شہر کے معروف ترین چوک ٹریفک چوک کانام۔۔۔ ",N
949,کسی روندے نوں ھسایا ای تے دس خاں کسی پکھے نوں رجایا اع تے دس خاں راه وچ پے روڑے نوں ھٹایا ای تے دس خاں کسی دے پھٹ نوں سیتا ای تے دس خاں 1/2,N
950,منافق کی تین نشانیاں ہیں جب بات کرے توجھوٹ بولے ، جب وعدہ کرے تواس کی خلاف ورزی کرے اور جب امانت رکھوائی جائے تواس میں خیانت کرے ۔(بخاری),N
951,احتجاج احتجاج احتجاج مہاجر قوم اپنی نسلوں کی بقا کيلئے گھروں سے باہر نکليں ۔کليم الطافی~ ,N
952,لفظ مہاجر کی توہین کرنے پر خورشید شاہ سمیت پیپلز پارٹی کے رہنما رسوا ہوں گے ،ندیم احسان ,N
953,۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔ہر کسی کو اپنے جان کا ابھیمان تو ہوتا ہے ، پرنتو اپنے ابھیمان کا جان نہیں ہوتا۔ ,N
954, مگر ہم بیان ہوں کیسے رسوائیوں سے ڈرتا ہوں شاید,N
955,کینیڈا کی پارلیمنٹ میں فائرنگ کی ویڈیو جاری: کینیڈا کی پولیس نے پارلیمنٹ پر حملے کی ویڈیو جاری۔۔۔ ,N
956,لفظوں کے کچھ کنکر پھینکو جھیل سی گھری خاموشی ھے ,N
957, شب وصال جلدی آجاوے گی اگر تو کسی ہور ہانڈی پر توجہ مرکوز کرلے گھر والوں کو پتا تو چلے منڈا جوان ہو گوا ,P
958, جب آپ نے خان کو چھوڑ دیا تو بحث کا فائدہ نہیں ,P
959,سنا ہے دھرنے میں سب کچھ مل رہا ہے کیا کوئ چرسی ھے ؟,N
960,بریکنگ:- دھرنوں نے تحریک انصاف اور عوامی تحریک کو کنگال کر دیابریکنگ:- دونوں پارٹیاں پہلی بار مالی بحران کا شکار ہو گئیں ,N
961,پاکستان ٹیم کی گھٹیا کارکادی دیکھ کر ایک شیر یاد ایا شرم تم کو مگر نھیں اتی,N
962,چوک میں مانگنے والے فقیروں کی جگہ پی ٹی آئی اپنے ورکرز کو کام پر بھیجے گی۔ ,N
963,لعنت ہے ایسے نظام پر جس میں ٹیکسی چلانے کے لیے گریجوئیٹ ہونا ضروری ہے مگر---ملک چلانے کے لیے یہ شرط پارلیامنٹ نے ختم کر دی ہے ,N
964, اسپیکر کے سامنے ذاتی طور پر پیش ہو کے تصدیق کرنا ضروری ہے ، ابھی ہوائی استیفے ہیں ، اور زبردستی کے بھی ,N
965,قادری تو کشتیاں جلاکر آیاتهاکشتیاں ہی جلائیں گهر اورسامان تو نہیں جلایا نا ,N
966, ہنہ کوتاہیوں سے سبق۔۔۔ فرشتے غلطیاں نہیں کرتے ، کنٹینرخان,N
967,مجھ پر حملے ہورہے ہیں ، بتایا جائے میرا گناہ کیا ہے ؟مولانا فضل الرحمان ۔,N
968, آپکی ٹوئیٹس کے کیا کہنے ! ماشاٗ اللہ اللہ پاک آپ کو ڈھیروں اجر عطا فرمائے ۔۔۔ ! آمین !,P
969, ان کا کام ہی لوٹنا ہے ۔۔۔۔,N
970,عوامی تحریک کے چیئرمین ڈاکٹر طاہر القادری نے شاہراہ دستور پر 70 روزہ جاری دھرنا ختم کر کے جہاں حکومت کو ریلیف دیا۔۔۔ ,P
971,دبئی آسٹریلیا کی مزاحمت جاری، میچ کے آخری سیشن میں پاکستان کو دو وکٹوں کی ضرورت۔ تازہ ترین اسکور پر ,N
972,میٹرو بس منصوبہ ایک ارب 65 کروڑ 87 لاکھ روپے سالانہ خسارے میں چل رہا ہے ، دستاویز,N
973,لاہور: انڈر ۱۹ ٹیم کا اعلان، سعود سکیل کپتان برقرار ,P
974," بہت بہت شکریہ۔ خیر مُبارک, آپکو بھی مُبارک ہو ",P
975, نقصان تھوڑا ہوا ،اس غریبکا ،جمع پونجی بھی گئی ،کاروبا بھی تباہ ہوا،اورہاتھ بھی کچھ نہیں آیا ۔کہتے تھے حکومت ملے گی,N
976,چیرمین تحریک انصاف عمران خان کا کہنا ہے کہ محرم الحرام آنے کے باوجود ہم اسلام آباد سے نہیں جائیں گے جب کہ محرم۔۔۔ ,N
977,پاکستانی فورسز کی جانب سے کوہستان مری کے مختلف علاقوں میں عام بلوچ آبادی کو نشانہ بنایا اور معصوم بلوچوں پر فضائی۔۔۔ ,N
978,علامہ مشرقی سے طاہر القادری تک کا سفر یاد ہے ؟ ,O
979,سارے پاکستا کو پتا ھے دونوں بڑی پارٹیاں مل کر کس طرح پاکستان پر زبردستی قابض ھیں ۔اب پولیس عوام کے حقوق صلب جرتی ھے ۔پیمرا،نیپرا،نادرا نو میرٹ,N
980,سیالکوٹ: ہندوستانی فورسز کی بلا اشتعال فائرنگ: پاکستان کے صوبہ پنجاب کے شہر سیالکوٹ کی ورکنگ۔۔۔ ,N
981,اسلام آباد: ملزم کا ایک ساتھی فرار ہوگیا، کسی کارکن پر حملہ ہوا تو شدید ردعمل ہو گا،رشید گوڈیل,N
982,ﺟﻮ PTI ﮐﮯ ﻟﻮﮒ ﮔﺎﻟﯽ ﮔﻠﻮﭺ ﮐﺮ ﺭﮨﮯ ﮨﯿﮟ ۔ ﺍﻥ ﮐﻮ 30 ﺍﮔﺴﺖ ﮐﯽ ﺭﺍﺕ ﮐﻮ ﯾﺎﺩ ﺭﮐﻬﻨﺎ ﭼﺎﮨﯿﮯ ۔ ﺍﭘﻨﮯ ﻟﯿﮉﺭ ﮐﻮ ﭼﻬﻮﮌ ﮐﺮ ﺑﻬﺎﮒ ﮔﮯ ﺗﻬﮯ ,N
983, انشا اللہ۔ لیکن اب وقت ہے کہ کوئی سیاسی بلنڈر نا کیا جائے ۔ جوش کے بجائے ہوش سے کام لیا جائے ۔,P
984,دنیا کے ایک بہترین مسلم خلیفہ کی اپنے بچوں کو نصیحت۔ مولانا طارق جمیل صاحب ,P
985,"تہذیب سکھاتی ہے جینے کا سلیقہ,تعلیم سے جاہل کی جہالت نہیں جاتی۔ کچھ دوغلے لوگوں کے نام۔۔۔",P
986,مہاجر اپنے حصے کا پاکستان ساتھ لیکر آئے تھے ، خواجہ اظہار الحسن۔۔۔ العجب,P
987,پاکستان کو میچ جتنے کیلے تین ویکٹس کی ضرورت۔ میچ ہاتھ میں ہے ابھی بھی۔ ,P
988,پاکستان کا معاشی حب کراچی ہے ۔ خالد مقبول صدیقی ,P
989,نئے صوبے کا قیام انتظامی بنیادوں پہ ہونا چاہیئے ! لسانی بنیادوں پہ نہیں ,P
990,انشاء جی اٹھو اب کوچ کرو، اس شہر ميں جی کو لگانا کيا۔۔۔۔۔: انشاء جی اٹھو اب کوچ کرو، اس شہر ميں جی کو لگانا کي۔۔۔ ,N
991,کوئی گیا تو اسے بھی شہید کردو - طاہر القادری جی تو خکم کی تعمیل کب کی جائے ,P
992, پہلی بار مجھے بھی جب کسی نے انکل کہا تھا تو دل دکھا تھا لیکن آہستہ آہستہ عادت ہو گئی ہے ۔ آپ کو بھی ہو جاے گی,N
993, چندے سے انقلاب نہیں لایا جاسکتا اور نہ بندے اُٹھانے سے انہیں چُپ کروایا جا سکتا ہے ,N
994,گھر سے استنجاء اور وضو کر کے مسجد آنا:احادیث مبارکہ سے یہ ثابت ھوتا ھے کہ وضو اور استنجاء گھر سے کرکے جانا۔۔۔ ,P
995, اُس آدمی نے اِس سالار کو کافی معقول ٹپ دی ہے ۔,P
996,چچا غالب کی روح سے معذرت کے ساتھہم نے مانا کہ کچھ نہیں ڈیزلمفت ہاتھ آئے تو برا کیا ہے ,P
997,واہ جناب واہ! اچھی رہی۔ جناب خود کو فرشتہ سمجوں وہ انسان ہیں ,P
998,اسلام آباد :پی اے ٹی کا دھرنا ختم، صفائی کے کام کا آغاز ، روزنامہ اُردو پوائنٹ ,P
999,دنیا نے کس کا راہ وفا میں دیا ہے ساتھتم بھی چلے چلو یوں ہی جب تک چلی چلے ,P
